Respondent,Hobby,OpenSource,Country,Student,Employment,FormalEducation,UndergradMajor,CompanySize,DevType,YearsCoding,YearsCodingProf,JobSatisfaction,CareerSatisfaction,HopeFiveYears,JobSearchStatus,LastNewJob,AssessJob1,AssessJob2,AssessJob3,AssessJob4,AssessJob5,AssessJob6,AssessJob7,AssessJob8,AssessJob9,AssessJob10,AssessBenefits1,AssessBenefits2,AssessBenefits3,AssessBenefits4,AssessBenefits5,AssessBenefits6,AssessBenefits7,AssessBenefits8,AssessBenefits9,AssessBenefits10,AssessBenefits11,JobContactPriorities1,JobContactPriorities2,JobContactPriorities3,JobContactPriorities4,JobContactPriorities5,JobEmailPriorities1,JobEmailPriorities2,JobEmailPriorities3,JobEmailPriorities4,JobEmailPriorities5,JobEmailPriorities6,JobEmailPriorities7,UpdateCV,Currency,Salary,SalaryType,ConvertedSalary,CurrencySymbol,CommunicationTools,TimeFullyProductive,EducationTypes,SelfTaughtTypes,TimeAfterBootcamp,HackathonReasons,AgreeDisagree1,AgreeDisagree2,AgreeDisagree3,LanguageWorkedWith,LanguageDesireNextYear,DatabaseWorkedWith,DatabaseDesireNextYear,PlatformWorkedWith,PlatformDesireNextYear,FrameworkWorkedWith,FrameworkDesireNextYear,IDE,OperatingSystem,NumberMonitors,Methodology,VersionControl,CheckInCode,AdBlocker,AdBlockerDisable,AdBlockerReasons,AdsAgreeDisagree1,AdsAgreeDisagree2,AdsAgreeDisagree3,AdsActions,AdsPriorities1,AdsPriorities2,AdsPriorities3,AdsPriorities4,AdsPriorities5,AdsPriorities6,AdsPriorities7,AIDangerous,AIInteresting,AIResponsible,AIFuture,EthicsChoice,EthicsReport,EthicsResponsible,EthicalImplications,StackOverflowRecommend,StackOverflowVisit,StackOverflowHasAccount,StackOverflowParticipate,StackOverflowJobs,StackOverflowDevStory,StackOverflowJobsRecommend,StackOverflowConsiderMember,HypotheticalTools1,HypotheticalTools2,HypotheticalTools3,HypotheticalTools4,HypotheticalTools5,WakeTime,HoursComputer,HoursOutside,SkipMeals,ErgonomicDevices,Exercise,Gender,SexualOrientation,EducationParents,RaceEthnicity,Age,Dependents,MilitaryUS,SurveyTooLong,SurveyEasy
129,Yes,Yes,United States,"Yes, full-time",Employed full-time,Some college/university study without earning a degree,"Computer science, computer engineering, or software engineering",20 to 99 employees,Back-end developer;Data scientist or machine learning specialist;Full-stack developer;Game or graphics developer;Student,6-8 years,0-2 years,Neither satisfied nor dissatisfied,Moderately dissatisfied,Working in a career completely unrelated to software development,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,5,4,8,7,1,2,3,10,6,9,1,2,7,10,8,3,4,9,11,5,6,5,1,4,2,3,2,5,3,6,1,4,7,My job status or other personal status changed,U.S. dollars ($),120000,Yearly,120000,USD,"Slack;Other wiki tool (Github, Google Sites, proprietary software, etc.)",One to three months,"Taught yourself a new language, framework, or tool without taking a formal course;Participated in online coding competitions (e.g. HackerRank, CodeChef, TopCoder);Participated in a hackathon;Contributed to open source software","The official documentation and/or standards for the technology;A college/university computer science or software engineering book;Questions & answers on Stack Overflow;Online developer communities other than Stack Overflow (ex. forums, listservs, IRC channels, etc.);The technology’s online help system",NA,To win prizes or cash awards;Because I find it enjoyable,Agree,Disagree,Disagree,Assembly;C++;JavaScript;Matlab;Perl;Python;SQL;Swift;HTML;CSS,C++;Go;JavaScript;Python;Ocaml;HTML;CSS;Bash/Shell,MySQL;PostgreSQL,PostgreSQL,Firebase,NA,NA,NA,IPython / Jupyter;Sublime Text,Windows,1,Scrum,Git,A few times per week,Yes,Yes,The website I was visiting asked me to disable it;I wanted to support the website I was visiting by viewing their ads,Somewhat disagree,Somewhat disagree,Strongly agree,Saw an online advertisement and then researched it (without clicking on the ad);Stopped going to a website because of their advertising;Paid to access a website advertisement-free,7,4,3,5,6,1,2,NA,NA,A governmental or other regulatory body,I'm excited about the possibilities more than worried about the dangers.,Depends on what it is,Depends on what it is,Upper management at the company/organization,Yes,8,Multiple times per day,Yes,Less than once per month or monthly,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, and I don't know what that is",NA,I'm not sure,A little bit interested,A little bit interested,A little bit interested,A little bit interested,A little bit interested,Between 9:01 - 10:00 AM,9 - 12 hours,1 - 2 hours,Daily or almost every day,NA,3 - 4 times per week,Male,Straight or heterosexual,"Other doctoral degree (Ph.D, Ed.D., etc.)",East Asian,18 - 24 years old,No,No,The survey was too long,Somewhat easy
131,No,No,Russian Federation,No,Employed full-time,Some college/university study without earning a degree,"A business discipline (ex. accounting, finance, marketing)","1,000 to 4,999 employees",Back-end developer;Data or business analyst;Database administrator;DevOps specialist;Front-end developer;Full-stack developer;System administrator,3-5 years,3-5 years,Moderately satisfied,Moderately satisfied,Working as a product manager or project manager,I am not interested in new job opportunities,Less than a year ago,5,10,7,6,1,3,4,2,9,8,1,11,3,10,8,7,5,2,9,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I did not receive an expected change in compensation,Russian rubles (₽),200000,Monthly,42456,RUB,"Confluence;Jira;Office / productivity suite (Microsoft Office, Google Suite, etc.)",Nine months to a year,NA,NA,NA,NA,Neither Agree nor Disagree,Disagree,Disagree,Java;JavaScript;SQL;VBA;HTML;CSS;Bash/Shell,Java;JavaScript;SQL;VBA;HTML;CSS;Bash/Shell,PostgreSQL;SQLite;Oracle,Oracle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10 (Very Likely),A few times per month or weekly,I'm not sure / I can't remember,NA,"No, I didn't know that Stack Overflow had a jobs board",NA,NA,No,A little bit interested,Not at all interested,Somewhat interested,Very interested,Very interested,Between 9:01 - 10:00 AM,Over 12 hours,1 - 2 hours,3 - 4 times per week,NA,I don't typically exercise,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,Yes,No,Finland,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","A natural science (ex. biology, chemistry, physics)",500 to 999 employees,Data scientist or machine learning specialist,9-11 years,3-5 years,Extremely satisfied,Moderately satisfied,Working as a product manager or project manager,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,Yes,No,India,"Yes, full-time",Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",10 to 19 employees,Back-end developer;Full-stack developer;Mobile developer,0-2 years,0-2 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,No,No,Poland,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering",20 to 99 employees,Back-end developer;Desktop or enterprise applications developer;Embedded applications or devices developer,6-8 years,6-8 years,Moderately satisfied,Slightly satisfied,Doing the same work,I am not interested in new job opportunities,Between 1 and 2 years ago,9,8,2,1,3,4,7,5,10,6,1,4,2,3,9,5,8,7,6,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I had a negative experience or interaction at work,Polish złoty (zł),8500,Monthly,30000,PLN,Google Hangouts/Chat,One to three months,"Received on-the-job training in software development;Taught yourself a new language, framework, or tool without taking a formal course",The official documentation and/or standards for the technology;Questions & answers on Stack Overflow;The technology’s online help system,NA,NA,Agree,Disagree,Strongly disagree,C;C++;C#;Python;SQL,C;C++;C#;Python;SQL,PostgreSQL;SQLite,SQL Server;MySQL;PostgreSQL;SQLite,Arduino;Linux;Raspberry Pi;Windows Desktop or Server,Linux;Raspberry Pi;Windows Desktop or Server,Django,.NET Core;TensorFlow,Eclipse;Notepad++;Visual Studio,Windows,2,Agile;Formal standard such as ISO 9001 or IEEE 12207 (aka “waterfall” methodologies);Scrum,Git,Once a day,Yes,Yes,I wanted to view a specific advertisement;I wanted to support the website I was visiting by viewing their ads;The website I was visiting has interesting ads,Somewhat agree,Somewhat disagree,Strongly disagree,Clicked on an online advertisement;Saw an online advertisement and then researched it (without clicking on the ad),3,6,1,7,4,2,5,"Evolving definitions of ""fairness"" in algorithmic versus human decisions",Algorithms making important decisions,Prominent industry leaders,I'm excited about the possibilities more than worried about the dangers.,Depends on what it is,"Yes, but only within the company",Upper management at the company/organization,Yes,9,Multiple times per day,Yes,A few times per week,Yes,Yes,2,Yes,A little bit interested,Not at all interested,A little bit interested,Somewhat interested,A little bit interested,Between 6:01 - 7:00 AM,9 - 12 hours,1 - 2 hours,Never,NA,3 - 4 times per week,Male,Straight or heterosexual,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",White or of European descent,25 - 34 years old,No,NA,The survey was too long,Somewhat difficult
135,Yes,No,Romania,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","10,000 or more employees",QA or test developer,0-2 years,0-2 years,Slightly satisfied,Slightly satisfied,Working as a founder or co-founder of my own company,I am actively looking for a job,Less than a year ago,10,7,2,3,4,5,8,1,9,6,1,3,10,9,4,7,8,6,11,5,2,1,2,5,3,4,1,6,7,2,4,5,3,A recruiter contacted me,Euros (€),1800,Monthly,26436,EUR,"Office / productivity suite (Microsoft Office, Google Suite, etc.)",One to three months,"Taken an online course in programming or software development (e.g. a MOOC);Taught yourself a new language, framework, or tool without taking a formal course;Participated in online coding competitions (e.g. HackerRank, CodeChef, TopCoder)","The official documentation and/or standards for the technology;A book or e-book from O’Reilly, Apress, or a similar publisher;A college/university computer science or software engineering book;Questions & answers on Stack Overflow;Online developer communities other than Stack Overflow (ex. forums, listservs, IRC channels, etc.);Internal Wikis, chat rooms, or documentation set up by my company for employees;Pre-scheduled tutoring or mentoring sessions with a friend or colleague;Tapping your network of friends, family, and peers versed in the technology;The technology’s online help system",NA,To improve my ability to work on a team with other programmers;To build my professional network;To help me find new job opportunities;Because I find it enjoyable,Agree,Agree,Agree,C;Java;Python;SQL;Bash/Shell,C;Java;Python;Scala;SQL;Bash/Shell,MySQL;Oracle,Cassandra;MongoDB;MySQL;Oracle,Android;Arduino;Linux;Raspberry Pi;Windows Desktop or Server,Android;Arduino;Linux;Raspberry Pi;Windows Desktop or Server,Django;Hadoop,Django;Hadoop,IntelliJ;PyCharm;Sublime Text,Windows,1,NA,Git,Weekly or a few times per month,Yes,No,NA,Somewhat disagree,Neither agree nor disagree,Somewhat agree,NA,2,6,7,3,1,4,5,Increasing automation of jobs,Algorithms making important decisions,The developers or the people creating the AI,I'm excited about the possibilities more than worried about the dangers.,Depends on what it is,Depends on what it is,The person who came up with the idea,Unsure / I don't know,10 (Very Likely),Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, I know what it is but I don't have one",NA,I'm not sure,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Between 7:01 - 8:00 AM,5 - 8 hours,1 - 2 hours,Never,NA,3 - 4 times per week,Male,Straight or heterosexual,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",White or of European descent,25 - 34 years old,No,NA,The survey was an appropriate length,Very easy
136,Yes,Yes,France,"Yes, full-time",Employed part-time,Some college/university study without earning a degree,"Computer science, computer engineering, or software engineering",100 to 499 employees,Student,3-5 years,NA,NA,NA,NA,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,Yes,Yes,India,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering",500 to 999 employees,Engineering manager;Mobile developer,6-8 years,6-8 years,Moderately satisfied,Slightly satisfied,Working as a founder or co-founder of my own company,"I’m not actively looking, but I am open to new opportunities",Between 2 and 4 years ago,4,9,8,3,7,2,5,1,10,6,7,4,5,6,3,11,1,2,9,8,10,3,1,5,2,4,7,4,6,1,2,3,5,I saw an employer’s advertisement,Indian rupees (₹),2200000,Yearly,34440,INR,Jira;Slack,Less than a month,"Taught yourself a new language, framework, or tool without taking a formal course;Participated in a hackathon;Contributed to open source software","The official documentation and/or standards for the technology;A book or e-book from O’Reilly, Apress, or a similar publisher;The technology’s online help system",NA,To improve my general technical skills or programming ability,Agree,Agree,Disagree,Objective-C;Swift,Swift,SQLite,SQLite,Android;iOS,iOS,NA,NA,Android Studio;Sublime Text;Vim;Xcode,MacOS,2,Agile;Scrum,Git,Multiple times per day,No,NA,NA,Neither agree nor disagree,Somewhat agree,Somewhat agree,Saw an online advertisement and then researched it (without clicking on the ad),7,6,4,2,1,5,3,"Artificial intelligence surpassing human intelligence (""the singularity"")","Evolving definitions of ""fairness"" in algorithmic versus human decisions",Prominent industry leaders,I'm excited about the possibilities more than worried about the dangers.,No,"Yes, but only within the company",The developer who wrote it,Yes,10 (Very Likely),Multiple times per day,Yes,Daily or almost daily,Yes,Yes,10 (Very Likely),Yes,Somewhat interested,Not at all interested,Somewhat interested,Extremely interested,Extremely interested,Between 8:01 - 9:00 AM,5 - 8 hours,30 - 59 minutes,1 - 2 times per week,NA,I don't typically exercise,Male,Straight or heterosexual,Primary/elementary school,South Asian,25 - 34 years old,No,NA,The survey was an appropriate length,Somewhat easy
138,No,No,Russian Federation,No,Employed full-time,Some college/university study without earning a degree,"Computer science, computer engineering, or software engineering","1,000 to 4,999 employees",Back-end developer;DevOps specialist,6-8 years,3-5 years,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Doing the same work,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,Yes,No,India,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",100 to 499 employees,Back-end developer,0-2 years,0-2 years,Slightly dissatisfied,Slightly satisfied,Working as a founder or co-founder of my own company,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,5,3,6,7,2,4,1,10,9,8,1,6,5,11,9,8,3,2,10,4,7,4,1,5,2,3,3,4,7,1,2,5,6,I saw an employer’s advertisement,Indian rupees (₹),22000,Monthly,4128,INR,Slack,NA,"Completed an industry certification program (e.g. MCPD);Taught yourself a new language, framework, or tool without taking a formal course;Participated in online coding competitions (e.g. HackerRank, CodeChef, TopCoder)","A book or e-book from O’Reilly, Apress, or a similar publisher;Questions & answers on Stack Overflow;The technology’s online help system",NA,"To improve my general technical skills or programming ability;To improve my knowledge of a specific programming language, framework, or other technology;To win prizes or cash awards",Agree,Neither Agree nor Disagree,Disagree,Java;JavaScript;SQL,Java;JavaScript;Python;SQL;Kotlin,MongoDB;MySQL,MongoDB;MySQL,NA,NA,Node.js;Spring,Node.js;React;Spring,Eclipse;IntelliJ;Notepad++;Sublime Text,Linux-based,2,Agile,Git,A few times per week,Yes,No,NA,Somewhat agree,Neither agree nor disagree,Somewhat disagree,NA,6,5,2,4,1,3,7,"Artificial intelligence surpassing human intelligence (""the singularity"")",Increasing automation of jobs,The developers or the people creating the AI,"I don't care about it, or I haven't thought about it.",Depends on what it is,Depends on what it is,Upper management at the company/organization,No,9,Daily or almost daily,Yes,A few times per month or weekly,"No, I didn't know that Stack Overflow had a jobs board","No, I know what it is but I don't have one",NA,Yes,Somewhat interested,Very interested,Very interested,Somewhat interested,Very interested,Between 7:01 - 8:00 AM,5 - 8 hours,30 - 59 minutes,Never,NA,Daily or almost every day,Male,Straight or heterosexual,"Bachelor’s degree (BA, BS, B.Eng., etc.)",South Asian,18 - 24 years old,Yes,NA,The survey was too long,Somewhat easy
141,Yes,No,Germany,No,Employed full-time,NA,NA,20 to 99 employees,NA,9-11 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Completed an industry certification program (e.g. MCPD);Received on-the-job training in software development;Taught yourself a new language, framework, or tool without taking a formal course;Contributed to open source software","The official documentation and/or standards for the technology;A book or e-book from O’Reilly, Apress, or a similar publisher;A college/university computer science or software engineering book;Questions & answers on Stack Overflow;Tapping your network of friends, family, and peers versed in the technology",NA,NA,Neither Agree nor Disagree,Disagree,Agree,JavaScript;Ruby;Rust;HTML;CSS,JavaScript;Ruby;Rust,PostgreSQL;Elasticsearch,SQL Server;PostgreSQL,AWS;iOS;Linux;Mac OS,iOS;Linux;Mac OS;Windows Desktop or Server,React,React,Vim;Visual Studio Code,MacOS,1,Agile;Pair programming;Scrum,Git,Multiple times per day,Yes,No,NA,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Stopped going to a website because of their advertising,4,1,2,3,6,5,7,Algorithms making important decisions,NA,A governmental or other regulatory body,I'm worried about the dangers more than I'm excited about the possibilities.,No,"Yes, and publicly",The person who came up with the idea,Yes,10 (Very Likely),Multiple times per day,Yes,Less than once per month or monthly,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, I know what it is but I don't have one",NA,I'm not sure,Somewhat interested,Very interested,Somewhat interested,Very interested,Very interested,Between 7:01 - 8:00 AM,5 - 8 hours,1 - 2 hours,Never,Standing desk;Fatigue-relieving floor mat,I don't typically exercise,Male,Straight or heterosexual,NA,White or of European descent,25 - 34 years old,No,NA,The survey was an appropriate length,Neither easy nor difficult
